NAME,OVR,POT
Daniel Marcio Fernandes,54,57
Carlos Alberto Zegarra,65,69
Nikos Arambatzis,57,68
Dionysis Hasiotis,64,67
César Miguel Rebosio,61,68
Theodoros Zagorakis,77,87
Konstantinos Charalambides,68,72
Pantelis Konstantinidis,65,73
Toni,62,68
Marcin Mieciel,55,67
Sándor Torghelle,64,70
Elias Charalambous,62,64
Yiasoumis Yiasoumi,67,73
Lambros Vagelis,66,68
Christos Melissis,55,64
Amir Azmy Megahed,66,71
Cosmin Barcauan,68,68
Stelios Iliadis,54,68
Stylianos Malezas,59,67
Sotiris Balafas,65,66
Mumin Husein,63,65
Athanasios Tsigas,63,72
Stavros Tsoulakos,59,66
