NAME,OVR,POT
Yohann Pelé,72,72
Julien Faussurier,67,74
Stoppila Sunzu,69,74
Carlão,69,73
Florian Marange,68,68
Sanjin Prcić,63,71
Nathan Sinkala,63,69
Sébastien Corchia,74,80
Roy Contout,68,68
Sébastien Roudet,72,72
Jordan Ayew,73,78
Simon Pouplin,73,73
Cédric Kanté,70,70
Marco Ilaimaharitra,59,74
Thomas Guerbert,67,76
Razak Boukari,67,73
Emmanuel Mayuka,71,82
Cédric Bakambu,68,76
Lionel Zouma,63,75
Pierre-Alain Frau,70,70
Loïc Poujol,63,67
Mathieu Peybernès,70,76
Thierry Doubaï,73,76
Pierrick Cros,70,75
Edouard Butin,64,70
Petrus Boumal,57,70
Kalilou Traoré,71,73
Papa Demba Camara,58,65
Joseph Lopy,67,75
Jérôme Roussillon,67,78
David Sauget,66,66
Joachim Eickmayer,63,69
Mamadou Diallo,57,69
