NAME,OVR,POT
Asmir Begović,82,84
Geoff Cameron,72,72
Ryan Shawcross,76,76
Marc Wilson,71,74
Erik Pieters,72,75
Glenn Whelan,73,73
Peter Odemwingie,71,71
Stephen Ireland,75,76
Steven N'Zonzi,78,81
Marko Arnautović,76,82
Peter Crouch,76,76
Thomas Sørensen,72,72
Marc Muniesa,67,80
Wilson Palacios,70,70
Charlie Adam,73,73
Jonathan Walters,70,70
Oussama Assaidi,74,76
Andy Wilkinson,73,73
Jack Butland,72,85
Robert Huth,77,77
Matthew Etherington,75,75
John Guidetti,73,79
Ryan Shotton,69,74
Brek Shea,69,79
Jordan Richardson,60,75
Daniel Bachmann,60,79
Kevin Gomez-Nieto,60,69
James Alabi,60,74
Karim Rossi,59,73
Charlie Ward,57,63
Peter Skapetis,55,66
Ben Glasgow,54,64
James Campbell,54,64
