NAME,OVR,POT
Jamie Rafael Rogério,68,68
Tomoki Imai,65,65
Léo Lacroix,69,69
Nikolai Topor-Stanley,64,64
Ben Garuccio,66,67
Neil Kilkenny,66,66
Dylan Pierias,63,69
Connor Pain,64,64
Lachlan Wales,64,67
Aleksandar Prijović,67,67
Jerry Skotadis,59,65
Nicholas Milanovic,54,68
Ben Collins,50,57
Ryan Scott,60,63
Dylan Wenzel-Halls,64,68
Steven Luštica,64,64
Alessandro Diamanti,74,74
Luke Duzel,54,68
Sebastian Pasquali,58,64
Ivan Vujica,59,62
Ajak Deu,49,62
Dalibor Markovic,53,66
Rhys Bozinovski,51,69
Josh Risdon,72,72
Adisu Bayew,56,67
