NAME,OVR,POT
Emiliano Viviano,72,72
Davide BiraschiL,72,74
Derrick LuckassenL,71,73
Caner Erkin,73,73
Lucas Biglia,77,77
Emre MorL,72,77
Kristijan Bistrović,70,76
Jimmy Durmaz,68,68
J. Plata KaramohL,76,80
Ahmed Musa,72,72
Kerim Frei,70,70
Jure Balkovec,72,73
Salih Dursun,63,63
Utku KrisL,66,74
Fabio Borini,75,75
Abdoulaye TouréL,72,73
Ervin Jiayi,70,70
Adnan UgurL,61,74
Vato Arveladze,64,71
Vidal Parreu Salibur,69,69
Levent MercanL,59,72
Luis Hernández Aygün,64,69
Samed Onur,60,71
Muzaffer Cem Kablan,55,67
