NAME,OVR,POT
Aleksander Ptak,63,66
Bartosz Rymaniak,52,59
Michał Stasiak,61,64
Łukasz Jasiński,60,61
Fernando Dinis,58,63
Łukasz Hanzel,59,64
Piotr Świerczewski,64,84
David Caiado,60,62
Robert Kolendowicz,64,67
Dawid Plizga,58,67
Ilijan Micanski,63,69
Mateusz Bartczak,58,62
Przemyslaw Kocot,57,59
Szymon Pawłowski,61,66
Sreten Sretenovic,67,68
Jewhen Kopył,54,59
Grzegorz Bartczak,61,67
Martins Ekwueme,54,58
Michał Łabędzki,55,56
Dariusz Jackiewicz,57,63
Wojciech Kędziora,53,61
Damian Piotrowski,53,59
Costa Nhamoinesu,57,60
Michał Steinke,54,57
Szymon Kapias,59,64
Karol Fryzowicz,50,62
Adrian Błąd,45,58
