NAME,OVR,POT
Romuald Peiser,65,71
Philippe Correia,65,69
Laurent Morestin,64,70
Frédéric Adam,66,74
Vincent Bernardet,61,61
Florent Marty,66,79
Fabrice Colleau,63,67
Patrice Maurel,62,68
Alexandre Hauw,65,71
Frédéric Fouret,56,70
Wilfried Niflore,70,72
Maxime Agueh,55,62
Abderaouf Zarabi,63,71
Jérémy Acédo,59,70
Aly Cissokho,48,57
Anthony Farina,58,65
Bertrand Fayolle,60,62
Moké Diarra,56,60
Mohamed Louhkiar,58,62
Stephen Vincent,59,77
Romain Genevois,49,61
Antoine Abrassart,49,52
Teddy Chevalier,59,75
