NAME,OVR,POT
Marko Dmitrović,80,81
Arbilla,76,76
Esteban Burgos,71,73
Bigas,73,74
Cote,78,78
Papakouli Diop,78,78
Edu Expósito,76,84
Pedro León,80,80
Takashi Inui,79,79
Fabián Orellana,79,79
Kike García,79,79
Gonzalo Escalante,77,80
Paulo Oliveira,77,78
Pablo De Blasis,73,73
Álvaro Tejero,73,82
Yoel,74,74
Charles,78,78
Quique,75,75
Sergio Álvarez,75,76
Sebastián CristóforoL,74,75
Rafa SoaresL,73,78
Rober Correa,69,70
Miguel Marí,64,74
Ekhi Bravo,60,71
Cubero,57,66
Atienza,57,68
Sergi Enrich,79,79
Zarco,60,69
