NAME,OVR,POT
Antonio Mirante,74,75
Christian Panucci,78,83
Hernán Paolo Dellafiore,68,75
Alessandro Lucarelli,75,78
Damiano Zenoni,68,79
Stefano Morrone,70,75
Daniele Galloppa,74,81
Paolo Castellini,66,74
McDonald Mariga,72,83
Valeri Bojinov,76,84
Alberto Paloschi,73,85
Cristian Zaccardo,75,81
Alessandro Budel,73,79
Andrea Pisanu,71,76
Blerim Džemaili,73,79
Nicola Pavarini,64,69
Nicola Amoruso,76,83
Massimo Paci,63,68
Nicolas Andres Cordova,74,79
Alessio Manzoni,58,76
Luca Antonelli,59,75
Francesco Lunardini,68,73
Jonathan L. Biabiany,75,85
Davide Lanzafame,72,86
Dragan Mihajlovic,48,72
Stefano Russo,68,79
Mohamed Lamine Traore,58,69
Pablo Ezequiel Fontanello,67,72
