NAME,OVR,POT
Leonardo Burián,73,73
Gustavo Toledo,73,73
Emanuel Olivera,68,69
Facundo Garcés,60,72
Gonzalo Escobar,72,80
Matías Fritzler,75,75
Fernando ZuquiL,72,73
Guillermo CelisL,70,73
Leonardo Heredia,67,75
Luis Miguel Rodríguez,76,76
Marcelo Estigarribia,74,74
Tomás Chancalay,69,79
Franco Zuculini,70,70
Guillermo Ortíz,74,77
Alex Vigo,62,75
Ignacio Chicco,58,68
Wilson Morelo,74,74
Gonzalo Bueno,68,69
Franco Quiroz,61,73
Joaquín Aylagas,63,71
Adrían Bastía,70,70
Christian Bernardi,72,72
Nicolás Leguizamón,70,76
Clemente Rodríguez,68,68
Tomás Sandoval,64,80
Gabriel Esparza,65,66
Braian Galván,60,77
Damián SchmidtL,63,68
