NAME,OVR,POT
Jan Koprivec,65,80
William Pianu,60,65
Massimiliano Tagliani,65,82
Matteo Abbate,62,66
Manuel Mancini,59,65
Alessandro Moro,62,66
Alex Pederzoli,65,65
Massimiliano Scaglia,66,66
David Mounard,65,70
Francesco Di Gennaro,65,71
Piergiuseppe Maritato,62,78
Daniele Daino,62,74
Ciro Ginestra,63,69
Carlo Sciarrone,57,61
Augustín Viana,64,70
Cristian Sosa De Luca,57,73
Vlado Smit,61,63
Alessandro Grandoni,69,76
Isah Abdulahi Eliakwu,64,77
Luca Franchini,44,57
Samuel Di Carmine,62,65
Aliberto Cota,36,49
Davide Mandorlini,55,64
Leandro De Petris,59,69
Matias Garavano,50,67
