NAME,OVR,POT
Rúnar Alex Rúnarsson,70,75
Fouad Chafik,72,72
Bruno Ecuélé Manga,74,74
Nayef Aguerd,65,73
Hamza MendylL,70,76
Wesley Lautoa,72,72
Didier Ndong,72,76
Mama Baldé,74,78
Mounir Chouiar,72,79
Yassine Benzia,72,76
Júlio Tavares,72,72
Romain Amalfitano,74,74
Bryan Soumaré,66,74
Mickaël Alphonse,68,68
Senou Coulibaly,66,72
Lévi Ntumba,58,74
Jhonder CádizL,73,78
Stephy Mavididi,72,78
Glody Ngonda,65,70
Théo Barbet,58,73
Frédéric Sammaritano,68,68
Jordan Marié,70,70
Ahmad Toure Ngouyamsa,62,74
Ewan Hatfout,54,71
Wilitty Younoussa,59,72
Alfred Gomis,76,78
