NAME,OVR,POT
Mathew Ryan,72,79
Thomas Meunier,72,78
Björn Engels,70,81
Óscar Duarte,69,72
Laurens De Bock,70,77
Timmy Simons,73,73
Eidur Gudjohnsen,71,71
Jesper Jørgensen,70,70
Waldemar Sobota,71,72
Tom De Sutter,73,73
Maxime Lestienne,77,85
Vladan Kujovic,68,68
Brandon Mechele,70,77
Tom Høgli,69,69
Boli Bolingoli Mbombo,63,77
Vadis Odjidja-Ofoe,74,76
Lior Refaelov,72,73
Nicolás Castillo,70,82
Victor Vazquez,72,73
Jonathan Blondel,71,71
Jim Larsen,70,72
Mohammed Tchite,70,70
Kehinde Fatai,69,72
Shangyuan Wang,65,75
Birger Verstraete,65,71
Tuur Dierckx,62,76
Nikola Storm,58,70
