NAME,OVR,POT
Rui Patrício,81,81
Ezequiel Schelotto,74,75
Sebastián CoatesL,75,79
Rúben Semedo,74,82
Bruno César,76,77
William Carvalho,81,86
João Mário,80,86
Adrien Silva,80,81
Bryan Ruíz,78,78
Teófilo Gutiérrez,78,78
Islam Slimani,80,80
Alberto Aquilani,77,77
Paulo Oliveira,79,83
Marvin Zeegelaar,74,76
Ricardo Esgaio,71,76
Ažbe Jug,66,72
Hernán Barcos,73,73
Gelson Martins,75,87
Carlos Mané,75,81
Jefferson,79,79
João Pereira,76,76
Naldo,76,76
Matheus Pereira,72,86
Ewerton,75,75
Tobias Figueiredo,73,78
Bruno Paulista,67,79
André Martins,73,75
Ryan Gauld,72,85
André Carrillo,79,83
