NAME,OVR,POT
Marius Gersbeck,70,72
Daniel Gordon,68,68
Christoph Kobald,69,74
Philip Heise,69,69
Tim Breithaupt,68,77
Jérôme Gondorf,71,71
Marvin Wanitzek,71,71
Benjamin GollerL,69,77
Philipp Hofmann,73,73
Choi Kyoung Rok,70,70
Marc Lorenz,67,67
Fabio Kaufmann,67,67
Marco Thiede,69,69
Daniel O'Shaughnessy,67,68
Markus Kuster,65,65
Fabian Schleusener,68,68
Lucas Cueto,67,68
Robin Bormuth,69,71
Malik Batmaz,66,74
Kilian Jakob,64,70
Leon Jensen,63,68
Lazar Mirkovic,55,69
Paul Löhr,55,65
Jannis Rabold,61,69
Felix Irorere,58,72
Niklas Heeger,59,65
Sebastian Jung,68,68
Tim Rossmann,54,72
Stefano Marino,55,73
