NAME,OVR,POT
Kim Ho Jun,67,67
Kim Oh Gyu,67,67
Valentinos Sielis,69,69
Dylan McGowanL,68,69
Jung Seung Yong,65,66
Jung Seok Hwa,68,69
Oh Beom Seok,67,67
Park Jung Soo,59,59
Lim Chan Wool,66,72
Uroš Đerić,71,73
Diego Maurício,65,66
Hwang Jin Sung,66,66
Han Kook Young,64,64
Nam Seung Woo,62,64
Park Sun Ju,64,67
Lee Bum Young,67,67
Seo Myeong Won,63,69
Park Chang Jun,59,67
Jung Jo Gook,69,69
Kang Ji Hoon,63,73
Ham Seok Min,65,72
Lee Tae Ho,62,63
Kim Seung Yong,64,64
Moon Chang Jin,67,71
Lee Jae Ik,61,74
Lee Hyun Sik,56,64
Lee Min Soo,61,62
Kim Young Sin,61,61
