NAME,OVR,POT
Song Bum Keun,64,75
Lee Yong,70,70
Kim Min Hyeok,68,71
Hong Jeong HoL,74,74
Kim Jin Su,72,73
Shin Hyung Min,70,70
Moon Seon Min,71,71
Son Jun Ho,71,72
Han Seung Gyu,64,72
Ricardo Lopes,70,70
Lee Dong Gook,68,68
Samuel,67,67
Lee Seung Gi,71,71
Im Seon Yeong,68,68
Choi Chul Soon,72,72
Lee Bum Young,66,66
Han Kyo Won,68,68
Lee Ju Yong,63,65
Yoo Seung Min,60,65
Kim Seung Dae,71,71
Bernie Ibini,64,65
Park Won Jae,64,64
Choi Bo Kyung,66,66
Hong Jung Nam,64,64
Na Sung Eun,58,64
Jeong Hyuk,65,65
Kwon Kyung WonL,66,67
Ko Moo Yeol,66,66
