NAME,OVR,POT
Choi Eun Sung,65,66
Lee Sung Woon,59,63
Min Young Ki,63,64
Lee Dong Won,62,64
Hwang Byung Ju,57,64
Kim Yong Tae,64,69
Lee Yeo Sung,61,62
Kwon Jib,63,66
Ko Jong Soo,68,72
Eric Obinna,67,75
Selmir,64,67
Walter Minhoca,66,77
Park Sung Ho,60,62
Yang Dong Won,57,65
Lee Kang Hyup,55,62
Kim Min Soo,60,68
Han Jae Woong,56,60
Bu Yung Tae,56,63
Woo Seung Je,59,61
Yoo Jae Hoon,58,60
Na Kwang Hyun,54,55
Choi Keun Sik,55,60
Park Joo Hyun,52,62
Lee Do Sung,53,62
Kang Sun Kyu,53,62
Kim Ba Woo,51,59
Kwak Chul Ho,56,64
