NAME,OVR,POT
Antony Silva,71,71
Gonzalo Bettini,71,72
Saúl Salcedo,73,84
Lucas Merolla,62,67
Cesar Ibañez,58,70
Mariano BareiroL,68,74
Mauro Bogado,70,70
Sebastián Ramírez,60,75
Norberto Briasco,65,72
Rodrigo GómezL,73,73
Nicolás Cordero,60,73
Juan Garro,70,70
Adrián Calello,68,68
Carlos Araujo,71,71
Nicolás Romat,70,70
Fernando PellegrinoL,69,69
Andrés Chávez,74,74
Fernando Coniglio,64,64
Santiago Hezze,56,76
Javier Mendoza,69,69
Juan Vieyra,60,60
Rafael Ferrario,53,66
Martín OjedaL,67,79
Braian Maidana,60,68
Joaquín Arzura,71,75
Agustín Curruhinca,59,74
Ezequiel Navarro,56,77
Leandro Grimi,66,66
