NAME,OVR,POT
Jean,73,77
Alberto Espínola,70,70
Juan Patiño,66,66
Alexis Duarte,70,80
Alan Rodríguez,63,76
Antonio Galeano,65,75
Ruíz Cardozo Lucena,70,71
Rafael Carrascal,70,70
Claudio Aquino,71,71
Braian Samudio,73,74
Enzo Giménez,66,72
Carlos Rolón,70,70
Miguel Ángel Martínez,66,74
Junior Noguera,61,77
Daniel Rivas,61,71
Fernando Romero,67,78
Williams Riveros,69,69
Rodrigo Muñoz,65,65
Rodrigo Delvalle,60,68
Federico Carrizo,69,69
Wilder Viera,59,70
Fabián Franco,66,75
Fernando Ovelar,61,74
Roberto Carlos Ramírez,61,68
Juan José Giménez,57,69
