NAME,OVR,POT
Eduardo,73,73
Tomas Dabó,64,73
Aderlan Santos,72,79
Nuno André Coelho,71,74
Joãozinho,70,76
Luíz Carlos,73,74
Mauro,70,74
Rafa,76,84
Alan,76,76
Éder,76,82
Felipe Pardo,73,78
Cristiano,64,74
Vincent Sasso,69,74
Rúben Micael,75,78
Rodrigo Battaglia,65,73
Erivaldo,62,68
Raul Rusescu,74,79
Érick Moreno,68,74
Paulo Vinícius,75,75
Custódio,74,74
Baiano,71,75
André Pinto,68,74
Aleksandar Miljković,68,69
Diogo Ribeiro,64,67
Kadu,66,68
Piqueti,63,72
Núrio,62,75
Nuno Valente,62,69
Nikola Vukcević,61,69
Leandro Kappel,63,68
