NAME,OVR,POT
Sylvain Rabret,69,70
Xavier Chen,68,71
Maxime Biset,63,64
Boris Pandža,69,71
Antonio Ghomsi,64,65
Abdul-Yakini Iddi,61,66
Seth De Witte,64,67
Alessandro Cordaro,66,68
Julien Gorius,71,73
David Destorme,68,68
Jaime Alfonso Ruiz,67,67
Yves Ma-Kalambay,63,66
Kenny Van Hoevelen,65,66
Liroy Zhairi,61,66
Robin Henkens,60,66
Jonathan Wilmet,65,67
Boubacar Diabang,62,65
Kevin Vandenbergh,67,67
Wouter Biebauw,64,65
Denis Alibec,68,81
Jonas Laureys,47,58
Tidiam Baba Kourouma,55,65
Wannes Van Tricht,52,67
Dino Škvorc,66,72
Clint Alliet,52,64
Anthony Van Loo,65,69
Kevin Geudens,64,64
Bjarni Viðarsson,63,67
