NAME,OVR,POT
Víctor García,64,66
Anderson Peña,54,74
Ali Manouchehri,63,63
Yair Ibargüen,61,67
José Luis Díaz,60,71
Déiner Córdoba,63,69
Óscar Balanta,62,62
Miguel Caneo,68,68
Enrique Soto,68,78
Mateo Palacios,62,76
Misael Riascos,65,67
Edwards Jiménez,63,63
Néider Morantes,65,65
Dager Palacios,65,65
Juan David Díaz,54,70
José Escobar,63,63
Carlos Díaz,66,66
José Quiñones,61,69
César Assia,60,66
Tomás Sierra,55,66
Deimer Ruiz,57,67
Fausto Obeso,62,62
Sebastián Arango,49,61
Cristian Cañizales,48,61
Christian Vaquero,60,60
Johnny Mostasilla,64,68
