NAME,OVR,POT
Henrik Gustavsson,63,63
Anton Tinnerholm,62,68
Daniel Hallingström,62,62
Erik Moberg,59,66
Andreas Dahlén,60,60
Martin Christensen,62,67
Mohammed Abubakari,62,67
Daniel Sjölund,66,66
Kristian Bergström,65,65
Imad Zatara,64,64
Oscar Möller,58,61
Gustav Jansson,60,66
Ricardo Santos,63,67
John Owoeri,61,61
Petrit Zhubi,60,64
Joel Rajalakso,54,65
Allan Olesen,58,58
Alberis,60,61
Viktor Prodell,64,70
Tom Pettersson,63,68
Bruno Marinho,60,61
Emmanuel Dogbe,58,65
Thomas Thudin,55,55
Pontus Nordenberg,54,61
Hampus Holmgren,52,65
George Tanzi,50,58
