NAME,OVR,POT
Jan Oblak,89,93
Šime Vrsaljko,80,83
Stefan Savić,82,85
Diego Godín,88,88
Filipe Luís,86,86
Ángel Correa,80,86
Gabi,81,81
Saúl,84,91
Koke,85,88
Antoine Griezmann,88,89
Diego Costa,85,85
Thomas Partey,80,86
José María Giménez,83,87
Juanfran,82,82
Lucas Hernández,79,89
Axel Werner,70,81
Kévin Gameiro,82,82
Vitolo,83,83
Keidi Bare,64,77
Nicolás Schiappacasse,63,81
Montoro,62,74
Carlos Isaac,62,76
Sergi,62,69
Olabe,62,74
Mohamed Zakaria Boulahia,62,75
Juan Moreno,62,76
Arona Sané,62,71
Toni Moya,61,77
Juan Agüero,61,77
Obama,60,77
Tachi,60,77
San Román,60,71
Álex Dos Santos,61,75
