NAME,OVR,POT
Kasper Schmeichel,78,78
Danny Simpson,72,72
Wes Morgan,78,78
Robert Huth,78,78
Christian Fuchs,76,76
Riyad Mahrez,81,85
Danny Drinkwater,76,78
N'Golo Kanté,79,83
Marc Albrighton,75,77
Shinji Okazaki,76,76
Jamie Vardy,79,79
Leonardo Ulloa,73,73
Daniel Amartey,70,80
Demarai Gray,68,82
Jeffrey Schlupp,69,77
Mark Schwarzer,73,73
Andy King,70,71
Marcin Wasilewski,72,72
Matty James,68,72
Gökhan Inler,77,77
Nathan DyerL,76,76
Liam Moore,70,76
Ben Chilwell,64,80
Ben Hamer,66,66
Joe Dodoo,61,73
Andre Olukanmi,60,75
Jonathan Maddison,54,64
Michael Cain,63,73
Callum Elder,60,71
Simonas Stankevičius,57,69
Kyle Bailey,56,69
Ryan Watson,56,64
Brandon Fox,55,70
