NAME,OVR,POT
Joe Lumley,67,73
Darnell Furlong,67,74
Toni Leistner,72,72
Joel Lynch,70,70
Ryan Manning,67,75
Massimo Luongo,73,76
Josh Scowen,69,72
Bright Osayi-Samuel,62,75
Luke Freeman,73,73
Eberechi Eze,69,83
Nahki WellsL,70,70
Geoff CameronL,72,72
Paweł Wszołek,70,70
Jake Bidwell,69,72
Grant Hall,67,69
Matt Ingram,65,71
Tomer HemedL,69,69
Matt Smith,68,68
Jordan Cousins,66,68
Àngel Rangel,71,71
Osman Kakay,57,68
Olamide Shodipo,63,74
Charlie Fox,57,72
Deshane Dalling,54,67
Giles Phillips,53,65
Marcin Brzozowski,49,60
Joe Felix,52,63
Faysal Bettache,52,63
Amrit Bansal-Mcnulty,52,71
Ali Omar,51,64
