NAME,OVR,POT
Mouez HassenL,69,76
Cheick TraoréL,64,73
Gerzino Nyamsi,59,69
Grégory Bourillon,67,67
Yannick M'Boné,65,70
Chaker AlhadhurL,68,71
Saïd BenrahmaL,68,75
Sidy Sarr,64,71
Maxime Barthelmé,71,71
Christophe Mandanne,72,72
Oumare Tounkara,63,63
Kévin Das Neves,65,65
Opa Sanganté,61,62
Sofiane Khadda,58,61
Richard-Quentin Samnick,62,68
Rémi Pillot,62,64
Razak Boukari,65,65
Kamel Chergui,62,65
Aldo Angoula,66,66
Serigne Fallou Niang,53,60
Christopher Opéri,60,73
Mehdi Merghem,60,69
Nama Fofana,64,66
Louis Souchaud,63,75
Yann MabellaL,58,68
Alexandre Raineau,65,65
Sanaa Altama,62,65
Kevin Goba,58,58
