NAME,OVR,POT
Marek Rodák,74,81
Denis Odoi,70,70
Michael Hector,73,75
Tim Ream,71,71
Joe Bryan,74,77
Harry ArterL,73,73
Bobby Decordova-Reid,72,73
Tom Cairney,77,77
Anthony KnockaertL,74,74
Aleksandar Mitrović,78,82
Ivan Cavaleiro,75,76
Stefan Johansen,72,72
Harrison ReedL,71,78
Alfie Mawson,71,75
Cyrus Christie,70,71
Marcus Bettinelli,71,75
Aboubakar Kamara,71,75
Josh Onomah,68,77
Kevin McDonald,71,71
Steven Sessegnon,64,81
Maxime Le Marchand,71,71
Neeskens Kebano,70,70
Terence KongoloL,72,75
Luca de la Torre,65,75
Jordan Archer,67,69
Matt O'Riley,59,79
Marlon Fossey,60,74
Sylvester Jasper,59,77
Jay Stansfield,59,81
Luca Ashby-Hammond,57,76
