NAME,OVR,POT
Sander Boschker,75,75
Edson Braafheid,68,74
Douglas,70,78
Rob Wielaert,70,76
Jeroen Heubach,66,75
Romano Denneboom,70,74
Wout Brama,66,75
Cheik Ismael Tioté,67,74
Theo Janssen,74,79
Eljero Elia,68,74
Blaise NKufo,76,82
Cees Paauwe,66,74
Stein Huysegems,68,72
Youssouf Hersi,68,72
Slobodan Rajković,66,75
Marko Arnautovic,65,73
Ron Stam,65,74
Ramon Zomer,66,76
Niels Wellenberg,63,68
Bjarni Þór Viðarsson,61,67
Patrick Gerritsen,66,83
Nikolay Mihaylov,60,78
Andrej Rendla,55,68
Ibrahim Maaroufi,60,66
