NAME,OVR,POT
Soriano,67,77
David Carmona,70,79
Berrocal,66,78
Alex Muñoz,68,74
Matos,68,75
Fede,69,78
Yan Brice Eteki,67,78
Lara,63,79
Curro Sánchez,70,77
Alex Pozo,67,78
Carlos Fernández,70,80
Mena,65,77
Bilal Boutobba,64,73
Borja,66,74
Mariano Konyk,64,74
Caro,68,75
Marc Gual,67,75
Cantalapiedra,66,73
OlavideL,67,75
Giorgi Aburjania,67,74
Felipe Carballo,66,75
Cristian González,65,73
Juanje,62,69
Diego García,62,70
Miguel Martín,62,71
Felipe,62,72
Genaro,61,71
Viedma,60,72
Javi Vázquez,58,70
Fabrice Ondoa,66,73
