NAME,OVR,POT
Edouard Mendy,77,80
Thomas Foket,75,80
Björn Engels,76,83
Yunis Abdelhamid,75,75
Hassane Kamara,68,72
Alaixys Romao,75,75
Xavier Chavalerin,74,74
Rémi Oudin,75,82
Arbër Zeneli,74,78
Tristan Dingomé,73,73
Pablo Chavarría,73,73
Mathieu Cafaro,72,81
Marvin Martin,71,71
Abdul Rahman BabaL,74,78
Thomas Fontaine,69,69
Nicolas Lemaître,58,68
Suk Hyun Jun,73,73
Moussa Doumbia,72,75
Virgile Piechocki,55,64
Nolan Mbemba,66,71
Moreto Cassamá,64,76
Axel Disasi,65,75
Sheyi OjoL,67,79
Virgile Pinson,62,69
Sambou Sissoko,59,76
Aksel Aktas,55,72
Boulaye Dia,69,78
Johann Carrasso,69,69
Ghislain Konan,75,81
