NAME,OVR,POT
Laurent Walthert,63,63
Mustafa Sejmenovic,61,61
Mārcis Ošs,61,63
Igor Djuric,63,63
Serey DiéL,74,74
Mike Gomes,63,63
Charles PickelL,65,76
Charles-André Doudin,64,64
Janick Kamber,63,64
Afimico PululuL,62,78
Raphaël Nuzzolo,74,74
Max Veloso,63,63
Pietro Di Nardo,59,59
Jérémy HuyghebaertL,66,66
Arbenit Xhemajli,58,73
Matthias Minder,56,60
Kemal Ademi,62,71
Geoffrey Treand,64,64
Gaëtan Karlen,65,68
Samir Ramizi,62,62
Frédéric Nimani,64,64
Thibault Corbaz,59,63
William Le Pogam,55,57
Federico Nicastro,53,53
Arbnor Fejzullahu,59,61
Maikel Santana,59,59
Dilan Qela,54,67
