NAME,OVR,POT
Andreas Isaksson,73,73
Felix Beijmo,66,78
Jonas Olsson,76,76
Jacob Une Larsson,68,77
Elliot Käck,62,62
Magnus Eriksson,70,70
Kevin Walker,68,68
Kim Källström,77,77
Othman El Kabir,67,68
Kerim Mrabti,69,77
Gustav EngvallL,69,80
Tinotenda Kadewere,61,69
Aliou Badji,60,70
Jesper Karlström,63,69
Niklas Gunnarsson,65,68
Tommi Vaiho,62,64
Haris Radetinac,69,69
Besard Sabovic,59,72
Julian Kristoffersen,57,67
Marcus Hansson,61,62
Haruna Garba,57,62
Amadou Jawo,58,58
Jonathan Augustinsson,59,67
Souleymane Koné,54,67
