NAME,OVR,POT
Erwin Lemmens,68,69
Wouter Degroote,55,54
Johan Gerets,58,58
Steven de Petter,61,66
Sven Vandeput,56,56
Grégoire Neels,56,59
Steve Barbé,62,64
David Destorme,54,54
David Geeroms,61,60
Sébastien Dufoor,61,62
Henri Munyaneza,61,64
Tom Peeters,62,63
Jan Van Steenberghe,64,66
Predrag Filipovic,62,67
Gabriel Iribarren,68,74
Fabrice Lusala M'Vemba,58,60
Younous Oumouri,54,55
Dieter Reynaert,44,61
Timothy Derijck,61,72
Olivier Schuddinck,49,63
Kevin Stuckens,54,56
Norman Sylla,58,59
Juanma,54,62
