NAME,OVR,POT
Lee Bum Young,63,69
Park Jun Gang,58,66
Park Yong Ho,65,65
Lee Kyung Ryul,63,64
Jang Hak Young,67,67
Kim Ik Hyun,60,63
Park Jong Woo,66,75
Fagner,67,69
William,68,71
Lim Sang Hyup,63,68
Lee Jung Gi,60,64
Lee Chang Keun,57,69
Lee Jung Ho,63,63
Han Ji Ho,63,68
Rodrigo,60,60
Yu Ji No,59,66
Jung Seok Hwa,61,67
Jeon Sung Chan,63,71
Kim Eung Jin,59,66
Yoon Dong Min,59,62
Ju Se Jong,58,69
Kim Ji Min,51,58
Hwang Jae Hoon,60,63
Kim Gi Yong,54,60
Ku Hyun Jun,51,66
Lee Sung Woon,59,59
Kim Jee Woong,57,59
Kwon Jin Young,55,66
