NAME,OVR,POT
Warner Hahn,70,78
Bram van Polen,68,68
Maikel van der Werff,67,69
Trent Sainsbury,72,77
Bart van Hintum,67,68
Jody Lukoki,67,73
Wout Brama,71,71
Ben Rienstra,69,74
Ryan Thomas,70,79
Jesper Drost,71,79
Stef Nijland,67,69
Tomáš Necid,74,77
Mustafa Saymak,69,75
Rick Dekker,64,73
Kingsley Ehizibue,58,68
Kevin Begois,64,64
Sheraldo BeckerL,64,75
Aleksandar Bjelica,60,67
Thomas Lam,66,74
Thanasis Karagounis,64,71
Wouter Marinus,63,71
Boy de Jong,63,76
Soufian Moro,62,68
Eli Babalj,60,65
Max de Boom,59,74
Steven Pereira,58,63
Dimitrios Ferfelis,57,62
