NAME,OVR,POT
Bill HamidL,74,77
Leonardo JaraL,73,73
Frédéric Brillant,67,67
Steve Birnbaum,70,71
Marquinhos Pedroso,66,68
Russell Canouse,72,79
Júnior Moreno,70,75
Paul Arriola,73,77
Lucas RodríguezL,74,81
Luciano Acosta,75,77
Wayne Rooney,80,80
Ulises Segura,68,69
Chris Durkin,67,82
Joseph Mora,67,70
Donovan Pines,63,70
Chris Seitz,66,66
Quincy Amarikwa,65,65
Felipe,70,70
Chris McCann,64,64
Jalen Robinson,61,66
Emmanuel Boateng,67,69
Chris Odoi-Atsem,59,66
Oniel Fisher,64,64
Earl Edwards Jr.,61,65
Gordon Wild,58,64
Ola Kamara,75,75
Antonio Bustamante,55,65
