NAME,OVR,POT
Ali Al-Habsi,68,68
Chris Gunter,70,71
Paul McShane,70,70
Jake Cooper,63,75
Jordan Obita,70,77
Garath McCleary,72,72
Danny Williams,70,70
Oliver Norwood,71,75
Stephen Quinn,71,71
Yann Kermorgant,69,69
Deniss Rakels,68,74
Hal Robson-Kanu,66,67
George Evans,64,76
Anton Ferdinand,71,71
Tennai Watson,54,68
Jonathan Bond,65,73
Matěj VydraL,71,76
Ola John,73,78
Aaron Tshibola,64,74
Josh Barrett,55,74
Niall Keown,56,67
Álex FernándezL,72,77
Jack Stacey,57,70
Aaron Kuhl,61,74
Andrew TaylorL,67,67
Simon Cox,65,65
Shane Griffin,55,65
Andrija Novakovich,54,68
Stuart Moore,57,67
Andy Rinomhota,51,66
