NAME,OVR,POT
Abbas Hassan,58,58
Niklas GunnarssonL,60,65
Sebastian Holmén,67,71
Anders Svensson,68,68
Andreas Klarström,61,61
Henning Hauger,68,68
Marcus Rohdén,67,70
Simon Hedlund,65,68
Arber Zeneli,65,75
Viktor Claesson,69,71
Viktor ProdellL,64,64
Lars Nilsson,64,64
Per Frick,63,67
Simon Lundevall,66,66
Anton Andreasson,56,62
David Olsson,53,59
Viktor Götesson,56,64
Liridon Gashi,53,60
Emir Bajrami,69,70
Jon Jönsson,64,64
Adam Lundqvist,62,69
Anton Lans,61,64
Jesper Manns,60,68
Daniel Mobaeck,59,59
Viktor Nilsson,53,63
Arjan Mostafa,53,58
Rasmus Rosenqvist,52,62
