NAME,OVR,POT
Anders Kristiansen,64,64
Eirik Wichne,64,69
Bjørn Inge Utvik,65,70
Jørgen Horn,63,63
Joachim Soltvedt,60,61
Anton Salétros,67,70
Mikkel Maigaard,65,68
Tobias HeintzL,65,69
Jonathan Lindseth,67,68
Guillermo Molins,65,65
Steffen Lie Skålevik,63,63
Martin Høyland,62,67
Magnar Jianwen,65,65
Anton Skipper,61,69
Simen Vidtun Nilsen,59,70
Kristian Opseth,61,61
Ole Jørgen Halvorsen,63,63
Amadou Camara,56,64
Laurent Jacques Mendy,55,69
Aboubacar Konté,58,72
Emil Pálsson,62,62
Joachim Thomassen,66,66
