NAME,OVR,POT
Jakub Słowik,66,68
Koji Hachisuka,65,65
Simao Mate,72,72
Yasuhiro Hiraoka,65,65
Katsuya Nagato,64,67
Shingo Tomita,63,63
Yoshiki Matsushita,64,65
Ryohei Michibuchi,59,61
Kunimitsu Sekiguchi,63,63
Shun Nagasawa,67,67
Naoki Ishihara,65,65
Takuma Abe,65,65
Shingo Hyodo,62,62
Kim Jungya,64,64
Keiya Shiihashi,61,68
Goro Kawanami,55,57
Ramon Lopes,66,66
Ryo Germain,60,65
Diogo Acosta,66,66
Takayoshi Ishihara,64,64
Ryutaro Iio,64,64
Kazuki Oiwa,63,63
Kentaro Seki,63,63
Shogo Nakahara,62,65
Kaina YoshioL,62,69
Ryang Yong Gi,58,58
Masato Tokida,59,66
Wataru Tanaka,56,71
Hayato Teruyama,53,68
