NAME,OVR,POT
David Richards,60,60
Kelvin Mellor,59,59
Luke Offord,63,70
Rod McDonald,64,64
Rio Adebisi,62,69
Lachlan BrookL,59,68
Regan Griffiths,56,63
Conor Thomas,63,63
Tariq Uwakwe,62,68
Elliott Nevitt,61,63
Dan Agyei,61,63
Ryan FinniganL,55,73
Joel Tabiner,55,70
Billy Sass-Davies,61,69
Zac Williams,59,72
James Beadle,57,79
Bassala Sambou,60,64
Matúš Holíček,54,68
Connor Evans,53,64
Sean RobertsonL,55,67
Charlie Finney,53,62
Connor O'Riordan,56,70
Owen Lunt,50,63
Chris Long,64,65
Courtney Baker-Richardson,63,64
Callum Ainley,62,64
David Amoo,60,60
Charlie Colkett,60,62
