NAME,OVR,POT
Christophe Marichez,71,78
Frechaut,70,77
Stéphane Borbiconi,72,76
Mario Mutsch,57,66
Frédéric Biancalani,71,84
Pascal Johansen,65,72
Julien Cardy,68,81
Romain Rocchi,68,76
Jérémy Pied,55,82
Victor Mendy,61,66
Papiss Demba Cisse,67,78
Matheus,66,79
Razak Omotoyossi,70,75
Oumar Sissoko,53,62
Vincent Bessat,63,78
Thibaut Bourgeois,52,61
Cyril Chapuis,58,68
Momar N'Diaye,60,70
Wilmer Aguirre,65,81
Flavien Belson Bengaber,57,74
Milan Thomas,52,78
Nebosja Jigovic,72,76
Romain Brégerie,53,78
Cheikh Matar Gueye,63,76
Ou Kyoung Jun,53,58
Arnaud Anastassowa,44,51
Romain Ruffier,52,59
Yeni N’Gbakoto,56,82
Diafra Sakho,62,67
Fallou Diagne,43,59
