NAME,OVR,POT
Thomas Nørgaard,64,64
Jens-Martin Gammelby,66,75
Tobias Salquist,60,70
Simon Jakobsen,68,71
Gregor SikošekL,59,66
Sammy Skytte,64,76
Ibrahim Moro,66,73
Casper Sloth,66,69
Stephan Petersen,64,64
Davit Skhirtladze,65,70
Gustaf NilssonL,64,76
Mikkel Vendelbo,63,63
Marc Rochester Sørensen,61,64
Dennis Flinta,66,66
Mikkel Cramer,60,63
Peter Friis Jensen,59,60
Mate Vatsadze,63,63
Valance Nambishi,54,67
Jeppe Okkels,58,71
Magnus Mattsson,55,69
Mads Emil Madsen,50,65
Jeppe Gertsen,51,66
Gustav Dahl,60,72
Oscar Hedvall,52,67
Alex,64,64
