NAME,OVR,POT
Winston Reid,73,73
Hao Junmin,71,71
Toby Alderweireld,83,83
Maciej Rybus,75,75
Lan A,77,77
Loïc Négo,71,71
Aleksandar Dragović,76,76
Ryan McGowan,67,67
Stefan Strandberg,68,68
Denis Alibec,69,69
Paulus Arajuuri,67,67
Jesse Joronen,72,73
Doneil Henry,68,69
Attila Fiola,69,69
Martin Hinteregger,79,79
Jakub Brabec,74,74
Milan Borjan,77,77
Thomas Lam,67,69
Hörður Magnússon,73,74
Mitchell Duke,67,67
Viðar Örn Kjartansson,67,67
Gregori Lang,67,67
Adam Buksa,75,77
L. Galeano,64,64
Liu Dianzuo,68,68
Niko Hämäläinen,67,69
Gregori Nagy,71,73
Stefan Marinović,68,68
Gao Zhunyi,67,70
Matt Turner,77,80
Nikolai Alho,66,66
Michael Woud,64,74
Sebastian Szymański,74,83
Francis Eid,63,64
Janus Kecskés,66,69
Artem Dovbyk,69,75
Liam Fraser,65,70
Fran Karačić,68,71
Callum McCowatt,65,74
Adrian Rus,67,72
Marius Marin,66,71
Elijah Just,66,76
Jan Kuchta,77,80
Marko Stamenic,64,78
Marios Kokkinoftas,57,70
Ioannis Tsoutsouki,53,70
Martin Gregori,65,66
