NAME,OVR,POT
Iván Arboleda,73,80
Luciano Gómez,67,74
Luciano Lollo,70,70
Alexis Maldonado,65,74
Claudio Bravo,72,81
Reinaldo Lenis,73,73
Jorge Rodríguez,71,76
Nery LeyesL,71,71
Nicolás Bertolo,72,72
Jesús Dátolo,75,75
Junior AriasL,70,73
Agustín Urzi,71,86
Jonás Gutiérrez,70,70
Renato Civelli,73,73
Sebastián Dubarbier,70,70
Esteban Conde,71,71
Pablo Daniel Osvaldo,72,72
Juan Álvarez,71,77
Pablo Velázquez,70,70
Fabian BordagarayL,69,69
Agustín Fontana,69,77
Nicolás Linares,68,75
Rodrigo Arciero,66,67
Matías Moya,63,74
Sebastián Benega,61,75
Emanuel Coronel,62,70
Franco Quinteros,55,64
Facundo Altamirano,66,74
