NAME,OVR,POT
Filip Lončarić,57,57
Christian Landu Landu,59,64
Magnar Ødegaard,64,72
Jostein Gundersen,58,71
Kent-Are Antonsen,63,73
Magnus Andersen,66,66
Ulrik Yttergård Jenssen,55,69
Gjermund Åsen,67,71
Mikael Norø Ingebrigtsen,62,71
Runar Espejord,60,66
Thomas Lehne Olsen,62,66
Aron Sigurdarson,64,70
Sofien Moussa,59,59
Jonas Johansen,60,60
Henrik Gjesdal,60,66
Jakob Karlstrøm,49,59
Fredrik Michalsen,56,70
Simen Søraunet Wangberg,66,70
Gudmund Taksdal Kongshavn,63,64
Hans Julius Norbye,63,63
Morten Gamst Pedersen,63,63
William Frantzen,57,63
Lasse Nilsen,56,68
Christer Johnsgård,53,53
