NAME,OVR,POT
Matheo Raab,67,76
Boris Tomiak,67,78
Kevin Kraus,65,65
Alexander Winkler,66,66
Marlon Ritter,65,66
Philipp Hercher,69,72
Felix GötzeL,68,76
Mike Wunderlich,67,67
Hendrick Yáñez,66,66
Daniel Hanslik,66,68
Terrence Boyd,69,69
Jean Schuck Friedrich,67,67
Hikmet Arauz,64,71
Nicolás Sessa,63,66
Marvin SengerL,63,72
Lorenz Otto,54,67
René Klingenburg,66,67
Kenny Prince Redondo,65,65
Muhammed Kiprit,64,75
Simon StehleL,59,74
Dominik Schad,66,70
Anas Bakhat,58,69
Julian Niehues,59,67
Anıl Gözütok,59,70
Maximilian Hippe,62,68
Avdo Spahić,64,69
Neal Gibs,56,70
Lucas Röser,63,63
