NAME,OVR,POT
Liborio SánchezL,69,74
Amaury Ponce,64,64
Adrián García AriasL,65,65
Christian PérezL,65,70
Manuel López Mondragón,62,64
Marco Antonio Jiménez,67,67
José Pérez Ferrada,65,67
Pablo Vitti,66,71
Emilio López,67,69
Isaac Romo,64,64
Germán Alemanno,64,64
Sergio García,59,63
Efraín Cortés,64,68
Mitchel OviedoL,63,69
Jorge Ibarra,66,67
Raúl Rico,63,63
Daley Mena,69,71
Carlos Zamarripa,59,66
Óscar Alanís,60,62
Israel MartínezL,65,65
Amaury Escoto,51,63
Diego Andrade,54,65
Juan Antonio OcampoL,62,69
Israel LópezL,65,65
Darío Romo,53,63
Onay Pineda,61,66
Fernando Luna,53,63
Diego GarcíaL,62,65
Daniel Valdéz,58,62
Edgardo Romero,58,63
