NAME,OVR,POT
Bartosz MrozekL,64,75
Maciej Wolski,64,67
Arkadiusz Kasperkiewicz,64,66
Mateusz Matras,66,66
Marcin Flis,64,65
Krystian Getinger,67,67
Fabian Hiszpański,61,61
Paweł Żyra,61,68
Piotr Wlazło,67,67
Maciej Domański,67,67
Mikołaj Lebedyński,63,63
Rauno SappinenL,62,63
Mateusz Mak,66,66
Adam RatajczykL,62,73
Kamil KrukL,63,70
Mateusz KochalskiL,60,70
Fryderyk GerbowskiL,61,75
Dominykas Barauskas,63,67
Mateusz Dudek,56,70
Adrian Soboń,56,67
Leândro,63,63
Krystian Kardyś,55,68
Michael Wyparło,54,69
Bartłomiej CiepielaL,57,70
Konrad Guca,51,66
Alex Vallejo,64,64
Koki Hinokio,64,71
