NAME,OVR,POT
Farouk Ben Mustapha,70,71
Hassan Muath,68,68
Valerică Găman,72,72
Djamel Eddine Benlamri,73,73
Mohammed Salem,65,65
Abdulmalek Al Shammary,60,66
Mbark Boussoufa,78,78
Luiz Antônio,70,70
Abdulmajeed Al Sulayhim,66,69
Bubacarr Trawally,72,78
Sebá,72,72
Somália,71,71
Turki Al Ammar,64,79
Khaled Al Kaabi,62,62
Mohammed Al Baqawi,61,68
Abdullah Al Sdairy,62,62
Abdullah Al Hamdan,61,75
Constantin Budescu,75,75
Abdulmajeed Al Arishi,56,65
Euller,66,73
Ali Majrashi,60,74
Abdulelah Al Shammari,56,67
Nawaf Al Habashi,55,65
Fahad Ghazi,59,64
Nasser Al Omran,61,69
Mohammed Ahmed Awaji,58,66
Abdulaziz Haroon,55,65
Waleed Hezam Al Anazi,62,69
Hassan Tombakti,56,71
Hassan Ali Al Raheb,65,65
