NAME,OVR,POT
Jonas Lössl,72,72
Joel Andersson,72,75
Erik Sviatchenko,75,75
Juninho,72,74
Paulinho,72,72
Emiliano Martínez,71,79
Kristoffer OlssonL,74,75
Emam Ashour,70,76
Gustav Isaksen,72,82
Astrit Selmani,68,73
Pione Sisto,69,69
Charles,65,68
Armin Gigović,65,78
Henrik Dalsgaard,71,71
Mads Døhr Thychosen,70,74
Elías Rafn Ólafsson,66,75
Edward Chilufya,67,76
Frederik Heiselberg,59,74
Stefan Gartenmann,69,73
Oliver Sørensen,61,76
Aral Şimşir,62,76
Pontus Texel,56,76
Juan Felipe Moreno,55,68
Valdemar Byskov,56,77
Mark Nnamdi Ugboh,55,75
Victor Bak,54,73
Júnior Brumado,68,76
