NAME,OVR,POT
Markus Kuster,68,72
Thorsten Mahrer,64,64
César Ortiz,66,66
Lukas Rath,63,64
Florian Hart,62,62
Patrick Salomon,64,64
Jano,66,66
Rene Renner,64,67
Marko Kvasina,66,70
Andreas Gruber,66,72
Martin Pušić,67,67
Michael Perlak,66,66
Philipp Erhardt,62,65
Fran Sánchez,61,61
Nedeljko Malić,64,64
Manuel Salaba,58,71
Patrick Bürger,64,64
Christoph Halper,61,70
Tino Casali,61,67
Alois Höller,63,63
Mario Grgic,64,64
Andreas Kuen,62,67
Philipp Prosenik,64,66
Daniel Kerschbaumer,60,60
Michael Steinwender,56,70
Michael Lercher,61,68
Julius Ertlthaler,65,71
