NAME,OVR,POT
Tyler Miller,68,71
Romain Métanire,72,72
Michael Boxall,69,69
Bakaye Dibassy,71,71
Chase Gasper,68,73
Wil Trapp,71,72
Hassani Dotson,66,74
Niko Hansen,65,65
Franco Fragapane,74,74
Adrien Hunou,73,74
Emanuel Reynoso,76,81
Osvaldo Alonso,73,73
Ethan Finlay,68,68
Jukka Raitala,68,68
Brent Kallman,64,64
Dayne St. Clair,68,76
Ramón Ábila,75,75
Ján Greguš,72,72
Robin Lod,72,72
Juan Agudelo,67,67
David Justin Taylor,59,66
Jacori Hayes,64,69
Aziel Jackson,51,70
Foster Langsdorf,63,66
Justin McMaster,59,66
Patrick Weah,58,77
Callum Montgomery,55,62
Nabilai Kibunguchy,60,66
Adrián Zendejas,62,68
Ike Opara,74,74
