NAME,OVR,POT
Dinu Moldovan,63,63
Marius Martac,66,66
Alexandru Benga,63,63
Bradley Diallo,66,66
Adrian Ioniță,56,69
Alexandru Piftor,56,68
Ovidiu BicL,65,68
Daniel Novac,61,61
Blaise Yaméogo,63,65
Valmir Berisha,64,70
Josip Ivančić,59,59
Cristian Neguț,63,69
Vadim Rață,62,65
Andrei Pițian,62,66
Alex Negrea,56,66
Iustin Popescu,57,60
Daniel Florea,63,63
Filip Dangubić,59,63
Marian Aioani,64,74
Cornel Dinu,60,60
Laurențiu Corbu,62,67
Cristian Cherchez,65,65
Cătălin Barbu,53,66
Denis Dumitrașcu,61,65
Liviu Mihai,63,63
Andrei Șerban,61,75
Cosmin Atanase,56,73
