NAME,OVR,POT
José Cuadrado,74,74
AlcatrazL,67,67
José Ramírez,62,63
Jhonathan Muñoz,70,71
David Gómez,62,62
Harrison Henao,72,72
Jesús Marimón,63,79
Jerry Ortiz,68,72
Elkin Soto,72,72
Michael Ortega,64,67
Óscar Estupiñán,70,78
Ernesto Álvarez,65,65
Daniel Rojano,58,68
José Luis Moreno,66,77
Marcos Acosta,65,67
Sergio Román,61,70
Edder Farias,68,68
Sergio López,70,70
Felipe Cuevas,51,63
Luis Sinisterra,60,75
Julián Guillermo,63,65
Miguel Nazarit,57,66
José De la Cuesta,69,69
Hansel Zapata,60,71
Luis Carlos Murillo,68,70
Fáber Cañaveral,67,67
Johan Arango,73,74
Dávinson Monsalve,69,69
