NAME,OVR,POT
Vincenzo Sicignano,72,75
Nicola Carlo Pagani,49,55
David Giubilato,65,70
Juriy Cannarsa,67,67
Antonio Bocchetti,64,70
Massimiliano Carlini,50,58
Massimo Perra,52,70
Daniele Amerini,61,67
Giorgio Lucenti,60,65
Citadin Martins Eder,66,71
Vincenzo Santoruvo,70,73
Zlatko Dedic,63,76
David D'Antoni,63,66
Jimmy Fialdini,51,58
Mattia Biso,67,70
Mauro Chiodini,60,60
Gennaro Scarlato,60,66
Carmine Coppola,68,73
Alfredo Cariello,65,72
Nicola Ascoli,64,72
Pierluigi Frattali,42,55
Michele Ischia,43,44
Marco Martini,48,51
Angelo Antonazzo,53,60
Tavares,53,59
Nunzio Di Roberto,50,59
Dieter Elsneg,44,51
Robert Gucher,53,68
Nicholas Guidi,50,57
Gianluca Nocentini,54,58
