NAME,OVR,POT
Alejandro Palacios,74,74
Josecarlos Van Rankin,68,73
Gerardo Alcoba,76,76
Darío Verón,73,73
Alan Mendoza,68,74
Pablo Barrera,72,72
Abraham,76,76
Javier Cortés,70,70
Jesús Gallardo,71,77
Bryan RabelloL,71,77
Matías Britos,76,76
Alejandro Castro,68,68
Kevin Escamilla,67,75
Antonio García,65,69
Pablo Jaquez,64,75
Alfredo Saldívar,69,71
Nicolás Castillo,76,81
Omar Islas,63,70
Luis Quintana,65,67
Diego Barrón,62,74
Alan Acosta,60,72
Santiago Palacios,63,66
Bernie Magaña,64,71
Erik Vera,64,69
Jorge Escamilla,62,73
Andrés Iniestra,57,67
Franco Faria,62,68
