NAME,OVR,POT
Christian Cejas,76,86
Giorgio Chiellini,78,94
Dario Dainelli,74,84
Tomas Ujfalusi,86,95
Mirko Savini,69,79
Martin Jørgensen,80,88
Enzo Maresca,86,96
Angelo Di Livio,81,91
Hidetoshi Nakata,78,92
Fabrizio Miccoli,88,99
Portillo,82,95
William Viali,77,87
Luigi Piangerelli,79,89
Cristiano Lupatelli,64,79
Christian Riganò,80,87
Luca Ariatti,59,69
Daniele Delli Carri,62,76
Enrico Fantini,77,87
Guigou,67,78
Jaime Andres Valdes Zapata,67,78
Christian Obodo,62,75
Gaetano Fontana,71,81
Christian Maggio,67,80
Andrea De Falco,59,76
Matteo Sala,51,65
