NAME,OVR,POT
Ferhat Kaplan,68,71
Ondřej Čelůstka,73,73
Salih Dursun,68,71
Diego Ângelo,76,76
Sakıb Aytaç,71,75
Charles,70,70
Sandro,76,77
Moestafa El Kabir,73,73
Mbilla Etame,72,72
Deniz Kadah,73,73
Samuel Eto'o,81,81
Yekta Kurtuluş,69,69
Serdar Özkan,68,68
Harun Alpsoy,57,72
Kenan Horić,63,66
Sašo Fornezzi,68,68
Danilo,70,70
Jean II Makoun,69,69
Zeki Yıldırım,71,75
Amadaiya Rennie,59,59
Yusuf Çelik,60,70
Anıl Koç,60,72
Emre Güral,69,69
Doğukan Sinik,60,75
Ozan Evrim Özenç,64,71
Bosa Jean Armel Drolè,63,75
Oğuzhan Kolak,57,69
Atakan Cangöz,59,62
Ahmet Özden,59,71
Mehmet Ali Kaçar,58,73
