NAME,OVR,POT
Eduardo Eugenio Lobos,74,77
Roman Shishkin,71,78
Alexandr Belozerov,68,70
Jiří Jarošík,73,88
Leilton,68,72
Evgeniy Savin,69,75
Vladislav Kulik,55,62
Timofei Kalachev,65,68
Anton Bober,64,67
Ruslan Adzhindzhal,67,77
Jan Koller,78,80
Roman Adamov,72,74
Sergey Budylin,66,74
Oleg Ivanov,70,76
Ivan Taranov,63,70
Artem Moskvin,56,73
Stanislav Ivanov,69,75
Alexandr Budakov,65,69
Ramon,69,87
David Urchenko,46,51
Sergey Politevich,49,63
Azamat Zaseev,48,65
Artem Butivskiy,58,63
Vladislav Ignatiev,62,77
Vladimir Drukovskiy,60,65
Alexey Popov,59,64
Sergey Adrianov,60,65
Sergey Shustikov,61,64
Andrey Redya,55,65
Evgeniy Popkov,61,63
