NAME,OVR,POT
Florian Bague,62,72
Anthony Lecointe,66,68
Bakary Soumare,67,81
Yoann Lachor,71,75
Cédric Fabien,60,64
Laurent Agouazi,65,76
Vincent Pajot,54,80
Fatih Atik,63,71
Daniel Moreira,70,78
Grégory Thil,74,76
Vincent Bessat,64,78
Stéphane Cassard,72,77
Nicolas Rabuel,61,67
Mustapha Yatabaré,62,73
Jérémy Blayac,68,77
Zargo Touré,62,76
Guillaume Borne,66,82
Guillaume Ducatel,56,64
Ovidy Karuru,57,66
Juan Gonzalo Lorca,63,74
Yassin Chadili,50,62
Maxime Colin,47,62
Ibrahim Koné,50,66
Romain Péron,56,64
