NAME,OVR,POT
Nicolas Penneteau,72,72
Clinton Mata,66,70
Martos,70,70
Dorian Dessoleil,66,70
Francis N'Ganga,70,70
Damien Marcq,70,70
Christophe Diandy,68,70
Dieumerci Ndongala,70,73
Amara Baby,67,68
Sotiris Ninis,74,76
Jérémy Perbet,72,72
Clément Tainmont,71,71
Enes Sağlik,70,73
Guillaume François,67,69
Steeven Willems,65,67
Parfait Mandanda,68,70
David Pollet,70,70
Cristian Benavente,63,71
Karel Geraerts,67,67
Benjamin Boulenger,64,66
Jessy Gálvez-López,64,74
Gjoko Zajkov,63,71
Roman Ferber,62,68
Valentin Baume,55,68
Louka Franco,54,68
Stergos Marinos,70,70
Florent Stevance,64,65
